id,text,language
18582,What a beautiful day!,en
18583,من خیلی ناراحتم,fa
18584,What a beautiful day!,en
18585,I am so tired of this nonsense.,en
18586,यह ठीक था।,hi
18587,I am so tired of this nonsense.,en
18588,Absolutely fantastic experience!,en
18589,Could be better.,en
18590,اليوم كان رائعًا,ar
18591,I am so tired of this nonsense.,en
18592,बहुत ही अच्छा प्रदर्शन!,hi
18593,बहुत ही अच्छा प्रदर्शन!,hi
18594,I am so tired of this nonsense.,en
18595,این بهترین روز من بود,fa
18596,Das war unglaublich!,de
18597,What a beautiful day!,en
18598,बहुत ही अच्छा प्रदर्शन!,hi
18599,Das war unglaublich!,de
18600,Worst day ever.,en
18601,این بهترین روز من بود,fa
18602,Ich bin enttäuscht.,de
18603,من خیلی ناراحتم,fa
18604,मैं इससे खुश नहीं हूँ।,hi
18605,I love this!,en
18606,خوب بود اما می‌توانست بهتر باشد,fa
18607,این بهترین روز من بود,fa
18608,This is terrible...,en
18609,बहुत ही अच्छा प्रदर्शन!,hi
18610,"Nicht schlecht, aber nicht gut.",de
18611,बहुत ही अच्छा प्रदर्शन!,hi
18612,Das war unglaublich!,de
18613,This is terrible...,en
18614,Could be better.,en
18615,Could be better.,en
18616,Worst day ever.,en
18617,لا يعجبني هذا,ar
18618,What a beautiful day!,en
18619,اليوم كان رائعًا,ar
18620,I am so tired of this nonsense.,en
18621,Ich bin enttäuscht.,de
18622,"Nicht schlecht, aber nicht gut.",de
18623,"Nicht schlecht, aber nicht gut.",de
18624,لا يعجبني هذا,ar
18625,What a beautiful day!,en
18626,من خیلی ناراحتم,fa
18627,I am so tired of this nonsense.,en
18628,"Nicht schlecht, aber nicht gut.",de
18629,من خیلی ناراحتم,fa
18630,اليوم كان رائعًا,ar
18631,I am so tired of this nonsense.,en
18632,Could be better.,en
18633,यह ठीक था।,hi
18634,यह ठीक था।,hi
18635,I love this!,en
18636,اليوم كان رائعًا,ar
18637,मैं इससे खुश नहीं हूँ।,hi
18638,من خیلی ناراحتم,fa
18639,बहुत ही अच्छा प्रदर्शन!,hi
18640,I love this!,en
18641,यह ठीक था।,hi
18642,This is terrible...,en
18643,اليوم كان رائعًا,ar
18644,لا يعجبني هذا,ar
18645,اليوم كان رائعًا,ar
18646,यह ठीक था।,hi
18647,لا يعجبني هذا,ar
18648,What a beautiful day!,en
18649,اليوم كان رائعًا,ar
18650,This is terrible...,en
18651,मैं इससे खुश नहीं हूँ।,hi
18652,बहुत ही अच्छा प्रदर्शन!,hi
18653,Das war unglaublich!,de
18654,I love this!,en
18655,Ich bin enttäuscht.,de
18656,خوب بود اما می‌توانست بهتر باشد,fa
18657,Das war unglaublich!,de
18658,لا يعجبني هذا,ar
18659,Absolutely fantastic experience!,en
18660,Worst day ever.,en
18661,Das war unglaublich!,de
18662,من خیلی ناراحتم,fa
18663,من خیلی ناراحتم,fa
18664,Das war unglaublich!,de
18665,لا يعجبني هذا,ar
18666,Absolutely fantastic experience!,en
18667,من خیلی ناراحتم,fa
18668,Ich bin enttäuscht.,de
18669,यह ठीक था।,hi
18670,I love this!,en
18671,What a beautiful day!,en
18672,I love this!,en
18673,Worst day ever.,en
18674,لا يعجبني هذا,ar
18675,"Nicht schlecht, aber nicht gut.",de
18676,Could be better.,en
18677,This is terrible...,en
18678,Could be better.,en
18679,مقبول لكنه ليس الأفضل,ar
18680,Ich bin enttäuscht.,de
18681,Das war unglaublich!,de
18682,This is terrible...,en
18683,لا يعجبني هذا,ar
18684,बहुत ही अच्छा प्रदर्शन!,hi
18685,Absolutely fantastic experience!,en
18686,Ich bin enttäuscht.,de
18687,Das war unglaublich!,de
18688,Absolutely fantastic experience!,en
18689,I am so tired of this nonsense.,en
18690,I am so tired of this nonsense.,en
18691,Could be better.,en
18692,"Nicht schlecht, aber nicht gut.",de
18693,این بهترین روز من بود,fa
18694,I love this!,en
18695,Worst day ever.,en
18696,من خیلی ناراحتم,fa
18697,Worst day ever.,en
18698,I love this!,en
18699,I am so tired of this nonsense.,en
18700,خوب بود اما می‌توانست بهتر باشد,fa
18701,I love this!,en
18702,Das war unglaublich!,de
18703,Could be better.,en
18704,What a beautiful day!,en
18705,اليوم كان رائعًا,ar
18706,I love this!,en
18707,لا يعجبني هذا,ar
18708,Could be better.,en
18709,यह ठीक था।,hi
18710,यह ठीक था।,hi
18711,Das war unglaublich!,de
18712,I love this!,en
18713,اليوم كان رائعًا,ar
18714,I love this!,en
18715,मैं इससे खुश नहीं हूँ।,hi
18716,What a beautiful day!,en
18717,बहुत ही अच्छा प्रदर्शन!,hi
18718,اليوم كان رائعًا,ar
18719,Could be better.,en
18720,Could be better.,en
18721,Could be better.,en
18722,Ich bin enttäuscht.,de
18723,This is terrible...,en
18724,لا يعجبني هذا,ar
18725,I am so tired of this nonsense.,en
18726,Worst day ever.,en
18727,این بهترین روز من بود,fa
18728,Das war unglaublich!,de
18729,Absolutely fantastic experience!,en
18730,बहुत ही अच्छा प्रदर्शन!,hi
18731,"Nicht schlecht, aber nicht gut.",de
18732,Absolutely fantastic experience!,en
18733,यह ठीक था।,hi
18734,من خیلی ناراحتم,fa
18735,Absolutely fantastic experience!,en
18736,Worst day ever.,en
18737,Ich bin enttäuscht.,de
18738,बहुत ही अच्छा प्रदर्शन!,hi
18739,Das war unglaublich!,de
18740,مقبول لكنه ليس الأفضل,ar
18741,لا يعجبني هذا,ar
18742,I love this!,en
18743,मैं इससे खुश नहीं हूँ।,hi
18744,Absolutely fantastic experience!,en
18745,"Nicht schlecht, aber nicht gut.",de
18746,مقبول لكنه ليس الأفضل,ar
18747,Ich bin enttäuscht.,de
18748,مقبول لكنه ليس الأفضل,ar
18749,बहुत ही अच्छा प्रदर्शन!,hi
18750,خوب بود اما می‌توانست بهتر باشد,fa
18751,This is terrible...,en
18752,لا يعجبني هذا,ar
18753,मैं इससे खुश नहीं हूँ।,hi
18754,I love this!,en
18755,مقبول لكنه ليس الأفضل,ar
18756,لا يعجبني هذا,ar
18757,मैं इससे खुश नहीं हूँ।,hi
18758,Absolutely fantastic experience!,en
18759,Absolutely fantastic experience!,en
18760,What a beautiful day!,en
18761,Worst day ever.,en
18762,Could be better.,en
18763,I am so tired of this nonsense.,en
18764,مقبول لكنه ليس الأفضل,ar
18765,مقبول لكنه ليس الأفضل,ar
18766,این بهترین روز من بود,fa
18767,اليوم كان رائعًا,ar
18768,This is terrible...,en
18769,This is terrible...,en
18770,لا يعجبني هذا,ar
18771,Ich bin enttäuscht.,de
18772,مقبول لكنه ليس الأفضل,ar
18773,لا يعجبني هذا,ar
18774,Ich bin enttäuscht.,de
18775,Ich bin enttäuscht.,de
18776,Das war unglaublich!,de
18777,This is terrible...,en
18778,اليوم كان رائعًا,ar
18779,बहुत ही अच्छा प्रदर्शन!,hi
18780,Worst day ever.,en
18781,اليوم كان رائعًا,ar
18782,مقبول لكنه ليس الأفضل,ar
18783,Could be better.,en
18784,I love this!,en
18785,I am so tired of this nonsense.,en
18786,बहुत ही अच्छा प्रदर्शन!,hi
18787,बहुत ही अच्छा प्रदर्शन!,hi
18788,मैं इससे खुश नहीं हूँ।,hi
18789,Das war unglaublich!,de
18790,مقبول لكنه ليس الأفضل,ar
18791,این بهترین روز من بود,fa
18792,Worst day ever.,en
18793,मैं इससे खुश नहीं हूँ।,hi
18794,این بهترین روز من بود,fa
18795,What a beautiful day!,en
18796,لا يعجبني هذا,ar
18797,What a beautiful day!,en
18798,Could be better.,en
18799,اليوم كان رائعًا,ar
18800,Worst day ever.,en
18801,مقبول لكنه ليس الأفضل,ar
18802,من خیلی ناراحتم,fa
18803,لا يعجبني هذا,ar
18804,لا يعجبني هذا,ar
18805,این بهترین روز من بود,fa
18806,اليوم كان رائعًا,ar
18807,لا يعجبني هذا,ar
18808,این بهترین روز من بود,fa
18809,اليوم كان رائعًا,ar
18810,मैं इससे खुश नहीं हूँ।,hi
18811,Ich bin enttäuscht.,de
18812,I am so tired of this nonsense.,en
18813,اليوم كان رائعًا,ar
18814,این بهترین روز من بود,fa
18815,اليوم كان رائعًا,ar
18816,I am so tired of this nonsense.,en
18817,Ich bin enttäuscht.,de
18818,Worst day ever.,en
18819,यह ठीक था।,hi
18820,Das war unglaublich!,de
18821,I love this!,en
18822,لا يعجبني هذا,ar
18823,Could be better.,en
18824,Ich bin enttäuscht.,de
18825,Worst day ever.,en
18826,مقبول لكنه ليس الأفضل,ar
18827,बहुत ही अच्छा प्रदर्शन!,hi
18828,Worst day ever.,en
18829,من خیلی ناراحتم,fa
18830,لا يعجبني هذا,ar
18831,I am so tired of this nonsense.,en
18832,What a beautiful day!,en
18833,خوب بود اما می‌توانست بهتر باشد,fa
18834,خوب بود اما می‌توانست بهتر باشد,fa
18835,यह ठीक था।,hi
18836,"Nicht schlecht, aber nicht gut.",de
18837,Ich bin enttäuscht.,de
18838,I love this!,en
18839,मैं इससे खुश नहीं हूँ।,hi
18840,من خیلی ناراحتم,fa
18841,مقبول لكنه ليس الأفضل,ar
18842,मैं इससे खुश नहीं हूँ।,hi
18843,لا يعجبني هذا,ar
18844,خوب بود اما می‌توانست بهتر باشد,fa
18845,Das war unglaublich!,de
18846,बहुत ही अच्छा प्रदर्शन!,hi
18847,This is terrible...,en
18848,لا يعجبني هذا,ar
18849,What a beautiful day!,en
18850,Could be better.,en
18851,यह ठीक था।,hi
18852,यह ठीक था।,hi
18853,Could be better.,en
18854,این بهترین روز من بود,fa
18855,यह ठीक था।,hi
18856,Ich bin enttäuscht.,de
18857,این بهترین روز من بود,fa
18858,اليوم كان رائعًا,ar
18859,I am so tired of this nonsense.,en
18860,اليوم كان رائعًا,ar
18861,What a beautiful day!,en
18862,I love this!,en
18863,मैं इससे खुश नहीं हूँ।,hi
18864,لا يعجبني هذا,ar
18865,خوب بود اما می‌توانست بهتر باشد,fa
18866,I love this!,en
18867,اليوم كان رائعًا,ar
18868,مقبول لكنه ليس الأفضل,ar
18869,मैं इससे खुश नहीं हूँ।,hi
18870,Ich bin enttäuscht.,de
18871,I am so tired of this nonsense.,en
18872,خوب بود اما می‌توانست بهتر باشد,fa
18873,Absolutely fantastic experience!,en
18874,यह ठीक था।,hi
18875,This is terrible...,en
18876,Ich bin enttäuscht.,de
18877,बहुत ही अच्छा प्रदर्शन!,hi
18878,I am so tired of this nonsense.,en
18879,این بهترین روز من بود,fa
18880,لا يعجبني هذا,ar
18881,This is terrible...,en
18882,مقبول لكنه ليس الأفضل,ar
18883,لا يعجبني هذا,ar
18884,This is terrible...,en
18885,"Nicht schlecht, aber nicht gut.",de
18886,Worst day ever.,en
18887,Could be better.,en
18888,This is terrible...,en
18889,اليوم كان رائعًا,ar
18890,Ich bin enttäuscht.,de
18891,خوب بود اما می‌توانست بهتر باشد,fa
18892,مقبول لكنه ليس الأفضل,ar
18893,مقبول لكنه ليس الأفضل,ar
18894,Worst day ever.,en
18895,What a beautiful day!,en
18896,خوب بود اما می‌توانست بهتر باشد,fa
18897,What a beautiful day!,en
18898,من خیلی ناراحتم,fa
18899,यह ठीक था।,hi
18900,Absolutely fantastic experience!,en
18901,मैं इससे खुश नहीं हूँ।,hi
18902,خوب بود اما می‌توانست بهتر باشد,fa
18903,Ich bin enttäuscht.,de
18904,I am so tired of this nonsense.,en
18905,I am so tired of this nonsense.,en
18906,बहुत ही अच्छा प्रदर्शन!,hi
18907,What a beautiful day!,en
18908,من خیلی ناراحتم,fa
18909,I love this!,en
18910,मैं इससे खुश नहीं हूँ।,hi
18911,Ich bin enttäuscht.,de
18912,من خیلی ناراحتم,fa
18913,اليوم كان رائعًا,ar
18914,Could be better.,en
18915,I love this!,en
18916,बहुत ही अच्छा प्रदर्शन!,hi
18917,من خیلی ناراحتم,fa
18918,لا يعجبني هذا,ar
18919,مقبول لكنه ليس الأفضل,ar
18920,बहुत ही अच्छा प्रदर्शन!,hi
18921,این بهترین روز من بود,fa
18922,مقبول لكنه ليس الأفضل,ar
18923,Absolutely fantastic experience!,en
18924,اليوم كان رائعًا,ar
18925,اليوم كان رائعًا,ar
18926,मैं इससे खुश नहीं हूँ।,hi
18927,این بهترین روز من بود,fa
18928,خوب بود اما می‌توانست بهتر باشد,fa
18929,من خیلی ناراحتم,fa
18930,لا يعجبني هذا,ar
18931,من خیلی ناراحتم,fa
18932,मैं इससे खुश नहीं हूँ।,hi
18933,این بهترین روز من بود,fa
18934,اليوم كان رائعًا,ar
18935,Ich bin enttäuscht.,de
18936,"Nicht schlecht, aber nicht gut.",de
18937,I am so tired of this nonsense.,en
18938,Das war unglaublich!,de
18939,I love this!,en
18940,बहुत ही अच्छा प्रदर्शन!,hi
18941,Absolutely fantastic experience!,en
18942,لا يعجبني هذا,ar
18943,What a beautiful day!,en
18944,من خیلی ناراحتم,fa
18945,यह ठीक था।,hi
18946,"Nicht schlecht, aber nicht gut.",de
18947,Could be better.,en
18948,Could be better.,en
18949,مقبول لكنه ليس الأفضل,ar
18950,من خیلی ناراحتم,fa
18951,اليوم كان رائعًا,ar
18952,मैं इससे खुश नहीं हूँ।,hi
18953,यह ठीक था।,hi
18954,لا يعجبني هذا,ar
18955,خوب بود اما می‌توانست بهتر باشد,fa
18956,مقبول لكنه ليس الأفضل,ar
18957,बहुत ही अच्छा प्रदर्शन!,hi
18958,لا يعجبني هذا,ar
18959,اليوم كان رائعًا,ar
18960,مقبول لكنه ليس الأفضل,ar
18961,Das war unglaublich!,de
18962,"Nicht schlecht, aber nicht gut.",de
18963,مقبول لكنه ليس الأفضل,ar
18964,Absolutely fantastic experience!,en
18965,من خیلی ناراحتم,fa
18966,این بهترین روز من بود,fa
18967,यह ठीक था।,hi
18968,Absolutely fantastic experience!,en
18969,बहुत ही अच्छा प्रदर्शन!,hi
18970,"Nicht schlecht, aber nicht gut.",de
18971,مقبول لكنه ليس الأفضل,ar
18972,"Nicht schlecht, aber nicht gut.",de
18973,این بهترین روز من بود,fa
18974,I love this!,en
18975,Ich bin enttäuscht.,de
18976,Ich bin enttäuscht.,de
18977,बहुत ही अच्छा प्रदर्शन!,hi
18978,Das war unglaublich!,de
18979,This is terrible...,en
18980,Das war unglaublich!,de
18981,Das war unglaublich!,de
18982,What a beautiful day!,en
18983,Could be better.,en
18984,Absolutely fantastic experience!,en
18985,خوب بود اما می‌توانست بهتر باشد,fa
18986,من خیلی ناراحتم,fa
18987,This is terrible...,en
18988,"Nicht schlecht, aber nicht gut.",de
18989,बहुत ही अच्छा प्रदर्शन!,hi
18990,यह ठीक था।,hi
18991,مقبول لكنه ليس الأفضل,ar
18992,لا يعجبني هذا,ar
18993,Could be better.,en
18994,من خیلی ناراحتم,fa
18995,This is terrible...,en
18996,Das war unglaublich!,de
18997,خوب بود اما می‌توانست بهتر باشد,fa
18998,मैं इससे खुश नहीं हूँ।,hi
18999,"Nicht schlecht, aber nicht gut.",de
19000,Ich bin enttäuscht.,de
19001,مقبول لكنه ليس الأفضل,ar
19002,What a beautiful day!,en
19003,I am so tired of this nonsense.,en
19004,What a beautiful day!,en
19005,خوب بود اما می‌توانست بهتر باشد,fa
19006,من خیلی ناراحتم,fa
19007,"Nicht schlecht, aber nicht gut.",de
19008,Absolutely fantastic experience!,en
19009,This is terrible...,en
19010,Ich bin enttäuscht.,de
19011,لا يعجبني هذا,ar
19012,Das war unglaublich!,de
19013,Absolutely fantastic experience!,en
19014,Worst day ever.,en
19015,"Nicht schlecht, aber nicht gut.",de
19016,बहुत ही अच्छा प्रदर्शन!,hi
19017,Das war unglaublich!,de
19018,Worst day ever.,en
19019,यह ठीक था।,hi
19020,बहुत ही अच्छा प्रदर्शन!,hi
19021,خوب بود اما می‌توانست بهتر باشد,fa
19022,Das war unglaublich!,de
19023,Das war unglaublich!,de
19024,यह ठीक था।,hi
19025,این بهترین روز من بود,fa
19026,बहुत ही अच्छा प्रदर्शन!,hi
19027,Worst day ever.,en
19028,این بهترین روز من بود,fa
19029,I am so tired of this nonsense.,en
19030,यह ठीक था।,hi
19031,Ich bin enttäuscht.,de
19032,مقبول لكنه ليس الأفضل,ar
19033,من خیلی ناراحتم,fa
19034,What a beautiful day!,en
19035,"Nicht schlecht, aber nicht gut.",de
19036,This is terrible...,en
19037,Absolutely fantastic experience!,en
19038,Das war unglaublich!,de
19039,اليوم كان رائعًا,ar
19040,اليوم كان رائعًا,ar
19041,من خیلی ناراحتم,fa
19042,Ich bin enttäuscht.,de
19043,Das war unglaublich!,de
19044,बहुत ही अच्छा प्रदर्शन!,hi
19045,Absolutely fantastic experience!,en
19046,बहुत ही अच्छा प्रदर्शन!,hi
19047,خوب بود اما می‌توانست بهتر باشد,fa
19048,यह ठीक था।,hi
19049,I love this!,en
19050,I love this!,en
19051,यह ठीक था।,hi
19052,Das war unglaublich!,de
19053,مقبول لكنه ليس الأفضل,ar
19054,मैं इससे खुश नहीं हूँ।,hi
19055,Worst day ever.,en
19056,This is terrible...,en
19057,Could be better.,en
19058,I love this!,en
19059,مقبول لكنه ليس الأفضل,ar
19060,خوب بود اما می‌توانست بهتر باشد,fa
19061,لا يعجبني هذا,ar
19062,This is terrible...,en
19063,Das war unglaublich!,de
19064,مقبول لكنه ليس الأفضل,ar
19065,Ich bin enttäuscht.,de
19066,من خیلی ناراحتم,fa
19067,این بهترین روز من بود,fa
19068,اليوم كان رائعًا,ar
19069,خوب بود اما می‌توانست بهتر باشد,fa
19070,यह ठीक था।,hi
19071,यह ठीक था।,hi
19072,बहुत ही अच्छा प्रदर्शन!,hi
19073,I love this!,en
19074,لا يعجبني هذا,ar
19075,I am so tired of this nonsense.,en
19076,مقبول لكنه ليس الأفضل,ar
19077,مقبول لكنه ليس الأفضل,ar
19078,मैं इससे खुश नहीं हूँ।,hi
19079,Das war unglaublich!,de
19080,This is terrible...,en
19081,This is terrible...,en
19082,Absolutely fantastic experience!,en
19083,اليوم كان رائعًا,ar
19084,Could be better.,en
19085,مقبول لكنه ليس الأفضل,ar
19086,لا يعجبني هذا,ar
19087,यह ठीक था।,hi
19088,مقبول لكنه ليس الأفضل,ar
19089,मैं इससे खुश नहीं हूँ।,hi
19090,What a beautiful day!,en
19091,Worst day ever.,en
19092,لا يعجبني هذا,ar
19093,مقبول لكنه ليس الأفضل,ar
19094,I am so tired of this nonsense.,en
19095,मैं इससे खुश नहीं हूँ।,hi
19096,لا يعجبني هذا,ar
19097,Absolutely fantastic experience!,en
19098,این بهترین روز من بود,fa
19099,مقبول لكنه ليس الأفضل,ar
19100,Could be better.,en
19101,What a beautiful day!,en
19102,What a beautiful day!,en
19103,من خیلی ناراحتم,fa
19104,What a beautiful day!,en
19105,این بهترین روز من بود,fa
19106,I love this!,en
19107,यह ठीक था।,hi
19108,اليوم كان رائعًا,ar
19109,من خیلی ناراحتم,fa
19110,خوب بود اما می‌توانست بهتر باشد,fa
19111,What a beautiful day!,en
19112,Worst day ever.,en
19113,مقبول لكنه ليس الأفضل,ar
19114,This is terrible...,en
19115,"Nicht schlecht, aber nicht gut.",de
19116,"Nicht schlecht, aber nicht gut.",de
19117,I love this!,en
19118,Worst day ever.,en
19119,I am so tired of this nonsense.,en
19120,बहुत ही अच्छा प्रदर्शन!,hi
19121,این بهترین روز من بود,fa
19122,Worst day ever.,en
19123,Das war unglaublich!,de
19124,Absolutely fantastic experience!,en
19125,I love this!,en
19126,"Nicht schlecht, aber nicht gut.",de
19127,Ich bin enttäuscht.,de
19128,خوب بود اما می‌توانست بهتر باشد,fa
19129,Das war unglaublich!,de
19130,"Nicht schlecht, aber nicht gut.",de
19131,مقبول لكنه ليس الأفضل,ar
19132,من خیلی ناراحتم,fa
19133,What a beautiful day!,en
19134,This is terrible...,en
19135,I am so tired of this nonsense.,en
19136,I am so tired of this nonsense.,en
19137,من خیلی ناراحتم,fa
19138,This is terrible...,en
19139,اليوم كان رائعًا,ar
19140,मैं इससे खुश नहीं हूँ।,hi
19141,مقبول لكنه ليس الأفضل,ar
19142,خوب بود اما می‌توانست بهتر باشد,fa
19143,Could be better.,en
19144,Ich bin enttäuscht.,de
19145,"Nicht schlecht, aber nicht gut.",de
19146,बहुत ही अच्छा प्रदर्शन!,hi
19147,اليوم كان رائعًا,ar
19148,لا يعجبني هذا,ar
19149,اليوم كان رائعًا,ar
19150,Das war unglaublich!,de
19151,मैं इससे खुश नहीं हूँ।,hi
19152,मैं इससे खुश नहीं हूँ।,hi
19153,"Nicht schlecht, aber nicht gut.",de
19154,Worst day ever.,en
19155,Worst day ever.,en
19156,मैं इससे खुश नहीं हूँ।,hi
19157,मैं इससे खुश नहीं हूँ।,hi
19158,बहुत ही अच्छा प्रदर्शन!,hi
19159,I am so tired of this nonsense.,en
19160,बहुत ही अच्छा प्रदर्शन!,hi
19161,مقبول لكنه ليس الأفضل,ar
19162,Das war unglaublich!,de
19163,मैं इससे खुश नहीं हूँ।,hi
19164,Ich bin enttäuscht.,de
19165,This is terrible...,en
19166,خوب بود اما می‌توانست بهتر باشد,fa
19167,What a beautiful day!,en
19168,خوب بود اما می‌توانست بهتر باشد,fa
19169,I am so tired of this nonsense.,en
19170,मैं इससे खुश नहीं हूँ।,hi
19171,لا يعجبني هذا,ar
19172,Worst day ever.,en
19173,مقبول لكنه ليس الأفضل,ar
19174,لا يعجبني هذا,ar
19175,من خیلی ناراحتم,fa
19176,Ich bin enttäuscht.,de
19177,Ich bin enttäuscht.,de
19178,لا يعجبني هذا,ar
19179,मैं इससे खुश नहीं हूँ।,hi
19180,यह ठीक था।,hi
19181,"Nicht schlecht, aber nicht gut.",de
19182,"Nicht schlecht, aber nicht gut.",de
19183,مقبول لكنه ليس الأفضل,ar
19184,बहुत ही अच्छा प्रदर्शन!,hi
19185,This is terrible...,en
19186,من خیلی ناراحتم,fa
19187,من خیلی ناراحتم,fa
19188,यह ठीक था।,hi
19189,این بهترین روز من بود,fa
19190,لا يعجبني هذا,ar
19191,Absolutely fantastic experience!,en
19192,Could be better.,en
19193,Absolutely fantastic experience!,en
19194,Absolutely fantastic experience!,en
19195,Could be better.,en
19196,مقبول لكنه ليس الأفضل,ar
19197,Worst day ever.,en
19198,What a beautiful day!,en
19199,اليوم كان رائعًا,ar
19200,Could be better.,en
19201,اليوم كان رائعًا,ar
19202,यह ठीक था।,hi
19203,اليوم كان رائعًا,ar
19204,मैं इससे खुश नहीं हूँ।,hi
19205,Das war unglaublich!,de
19206,مقبول لكنه ليس الأفضل,ar
19207,I am so tired of this nonsense.,en
19208,यह ठीक था।,hi
19209,I love this!,en
19210,यह ठीक था।,hi
19211,لا يعجبني هذا,ar
19212,I love this!,en
19213,I am so tired of this nonsense.,en
19214,बहुत ही अच्छा प्रदर्शन!,hi
19215,لا يعجبني هذا,ar
19216,This is terrible...,en
19217,Ich bin enttäuscht.,de
19218,I am so tired of this nonsense.,en
19219,This is terrible...,en
19220,Ich bin enttäuscht.,de
19221,Ich bin enttäuscht.,de
19222,What a beautiful day!,en
19223,"Nicht schlecht, aber nicht gut.",de
19224,Ich bin enttäuscht.,de
19225,"Nicht schlecht, aber nicht gut.",de
19226,Das war unglaublich!,de
19227,خوب بود اما می‌توانست بهتر باشد,fa
19228,لا يعجبني هذا,ar
19229,این بهترین روز من بود,fa
19230,لا يعجبني هذا,ar
19231,बहुत ही अच्छा प्रदर्शन!,hi
19232,Worst day ever.,en
19233,यह ठीक था।,hi
19234,This is terrible...,en
19235,I am so tired of this nonsense.,en
19236,What a beautiful day!,en
19237,لا يعجبني هذا,ar
19238,مقبول لكنه ليس الأفضل,ar
19239,What a beautiful day!,en
19240,Das war unglaublich!,de
19241,What a beautiful day!,en
19242,مقبول لكنه ليس الأفضل,ar
19243,Could be better.,en
19244,I am so tired of this nonsense.,en
19245,Could be better.,en
19246,यह ठीक था।,hi
19247,Could be better.,en
19248,यह ठीक था।,hi
19249,من خیلی ناراحتم,fa
19250,اليوم كان رائعًا,ar
19251,Could be better.,en
19252,What a beautiful day!,en
19253,बहुत ही अच्छा प्रदर्शन!,hi
19254,مقبول لكنه ليس الأفضل,ar
19255,This is terrible...,en
19256,I am so tired of this nonsense.,en
19257,"Nicht schlecht, aber nicht gut.",de
19258,این بهترین روز من بود,fa
19259,I love this!,en
19260,خوب بود اما می‌توانست بهتر باشد,fa
19261,خوب بود اما می‌توانست بهتر باشد,fa
19262,اليوم كان رائعًا,ar
19263,Absolutely fantastic experience!,en
19264,मैं इससे खुश नहीं हूँ।,hi
19265,मैं इससे खुश नहीं हूँ।,hi
19266,What a beautiful day!,en
19267,यह ठीक था।,hi
19268,Worst day ever.,en
19269,Worst day ever.,en
19270,خوب بود اما می‌توانست بهتر باشد,fa
19271,Ich bin enttäuscht.,de
19272,لا يعجبني هذا,ar
19273,من خیلی ناراحتم,fa
19274,I love this!,en
19275,Ich bin enttäuscht.,de
19276,Ich bin enttäuscht.,de
19277,This is terrible...,en
19278,Absolutely fantastic experience!,en
19279,Ich bin enttäuscht.,de
19280,Worst day ever.,en
19281,Could be better.,en
19282,اليوم كان رائعًا,ar
19283,Das war unglaublich!,de
19284,This is terrible...,en
19285,Could be better.,en
19286,यह ठीक था।,hi
19287,I am so tired of this nonsense.,en
19288,این بهترین روز من بود,fa
19289,यह ठीक था।,hi
19290,Das war unglaublich!,de
19291,बहुत ही अच्छा प्रदर्शन!,hi
19292,Worst day ever.,en
19293,बहुत ही अच्छा प्रदर्शन!,hi
19294,Absolutely fantastic experience!,en
19295,Could be better.,en
19296,I am so tired of this nonsense.,en
19297,I love this!,en
19298,Worst day ever.,en
19299,Absolutely fantastic experience!,en
19300,मैं इससे खुश नहीं हूँ।,hi
19301,خوب بود اما می‌توانست بهتر باشد,fa
19302,لا يعجبني هذا,ar
19303,Das war unglaublich!,de
19304,لا يعجبني هذا,ar
19305,Das war unglaublich!,de
19306,मैं इससे खुश नहीं हूँ।,hi
19307,Absolutely fantastic experience!,en
19308,मैं इससे खुश नहीं हूँ।,hi
19309,من خیلی ناراحتم,fa
19310,این بهترین روز من بود,fa
19311,I am so tired of this nonsense.,en
19312,What a beautiful day!,en
19313,اليوم كان رائعًا,ar
19314,اليوم كان رائعًا,ar
19315,"Nicht schlecht, aber nicht gut.",de
19316,यह ठीक था।,hi
19317,"Nicht schlecht, aber nicht gut.",de
19318,لا يعجبني هذا,ar
19319,خوب بود اما می‌توانست بهتر باشد,fa
19320,خوب بود اما می‌توانست بهتر باشد,fa
19321,Das war unglaublich!,de
19322,बहुत ही अच्छा प्रदर्शन!,hi
19323,What a beautiful day!,en
19324,I love this!,en
19325,این بهترین روز من بود,fa
19326,बहुत ही अच्छा प्रदर्शन!,hi
19327,What a beautiful day!,en
19328,من خیلی ناراحتم,fa
19329,बहुत ही अच्छा प्रदर्शन!,hi
19330,اليوم كان رائعًا,ar
19331,لا يعجبني هذا,ar
19332,Das war unglaublich!,de
19333,I am so tired of this nonsense.,en
19334,"Nicht schlecht, aber nicht gut.",de
19335,I love this!,en
19336,این بهترین روز من بود,fa
19337,مقبول لكنه ليس الأفضل,ar
19338,اليوم كان رائعًا,ar
19339,Worst day ever.,en
19340,बहुत ही अच्छा प्रदर्शन!,hi
19341,این بهترین روز من بود,fa
19342,اليوم كان رائعًا,ar
19343,خوب بود اما می‌توانست بهتر باشد,fa
19344,خوب بود اما می‌توانست بهتر باشد,fa
19345,बहुत ही अच्छा प्रदर्शन!,hi
19346,اليوم كان رائعًا,ar
19347,من خیلی ناراحتم,fa
19348,मैं इससे खुश नहीं हूँ।,hi
19349,Das war unglaublich!,de
19350,من خیلی ناراحتم,fa
19351,مقبول لكنه ليس الأفضل,ar
19352,این بهترین روز من بود,fa
19353,यह ठीक था।,hi
19354,What a beautiful day!,en
19355,Could be better.,en
19356,مقبول لكنه ليس الأفضل,ar
19357,यह ठीक था।,hi
19358,I love this!,en
19359,Could be better.,en
19360,Could be better.,en
